asset_group,bucket,vm_shard,total_rows,v8_rows,v_lt_8_rows,null_rows,schema_versions_seen
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-37.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-4.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-40.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-49.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-52.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-64.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-76.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-79.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-87.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-91.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-109.parquet,416,0,416,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-115.parquet,416,0,416,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-127.parquet,416,0,416,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-133.parquet,416,0,416,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-145.parquet,416,0,416,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-157.parquet,416,0,416,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-16.parquet,416,0,416,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-173.parquet,416,0,416,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-175.parquet,416,0,416,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-19.parquet,416,0,416,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-217.parquet,416,0,416,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-247.parquet,416,0,416,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-25.parquet,416,0,416,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-268.parquet,416,0,416,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-27.parquet,416,0,416,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-42.parquet,416,0,416,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-73.parquet,416,0,416,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-78.parquet,416,0,416,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-100.parquet,415,0,415,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-121.parquet,415,0,415,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-214.parquet,415,0,415,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-256.parquet,415,0,415,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-294.parquet,415,0,415,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-31.parquet,415,0,415,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-58.parquet,415,0,415,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-eth-2022-ohlcv-20260505-104543.parquet,415,0,415,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-fwd-20260428-200706.parquet,414,0,414,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-fwd-20260428-202851.parquet,414,0,414,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-151.parquet,414,0,414,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-eth-2025-ohlcv-20260505-104543.parquet,414,0,414,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-28.parquet,413,0,413,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-67.parquet,412,0,412,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-72.parquet,412,0,412,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,mtds-ohlcv-gapfill-met-late-20260505-231839.parquet,412,0,412,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-eth-light-2022-20260430-032449.parquet,410,0,410,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-btc-2022-ohlcv-20260505-104543.parquet,407,0,407,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-267.parquet,405,0,405,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-329.parquet,402,0,402,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-290.parquet,401,0,401,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-es-2026-20260505-085252.parquet,400,0,400,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-315.parquet,399,0,399,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-271.parquet,398,0,398,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2025-heavy-20260504-194344.parquet,396,0,396,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-spot-2024-heavy-20260507-185214.parquet,396,0,396,0,7
sports,instruments-store-sports-prd-central-element-323112,tm-backfill-20260505-084138.parquet,396,0,396,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-273.parquet,395,0,395,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-274.parquet,395,0,395,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-278.parquet,395,0,395,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-279.parquet,395,0,395,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-305.parquet,395,0,395,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-263.parquet,395,0,395,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-298.parquet,394,0,394,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-300.parquet,394,0,394,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-260.parquet,394,0,394,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-275.parquet,394,0,394,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-270.parquet,393,0,393,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-255.parquet,393,0,393,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-257.parquet,393,0,393,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-266.parquet,393,0,393,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-276.parquet,393,0,393,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-250.parquet,392,0,392,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-258.parquet,392,0,392,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-258.parquet,392,0,392,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-324.parquet,391,0,391,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-es-light-2026-20260430-032807.parquet,391,0,391,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-254.parquet,390,0,390,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-261.parquet,390,0,390,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-292.parquet,390,0,390,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-310.parquet,390,0,390,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-311.parquet,390,0,390,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-325.parquet,390,0,390,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-270.parquet,390,0,390,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-278.parquet,390,0,390,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-304.parquet,390,0,390,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-307.parquet,390,0,390,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-309.parquet,390,0,390,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-312.parquet,390,0,390,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-315.parquet,390,0,390,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-318.parquet,390,0,390,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-324.parquet,390,0,390,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-250.parquet,389,0,389,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-280.parquet,389,0,389,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-287.parquet,389,0,389,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-297.parquet,389,0,389,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-320.parquet,389,0,389,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-326.parquet,389,0,389,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-323.parquet,389,0,389,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-306.parquet,389,0,389,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-310.parquet,389,0,389,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2023-heavy-20260507-185550.parquet,388,0,388,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-259.parquet,388,0,388,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-260.parquet,388,0,388,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-264.parquet,388,0,388,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-265.parquet,388,0,388,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-282.parquet,388,0,388,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-284.parquet,388,0,388,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-300.parquet,388,0,388,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-259.parquet,388,0,388,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-265.parquet,388,0,388,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-297.parquet,388,0,388,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-291.parquet,388,0,388,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-294.parquet,388,0,388,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-303.parquet,388,0,388,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-308.parquet,388,0,388,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-320.parquet,388,0,388,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-283.parquet,387,0,387,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-308.parquet,387,0,387,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-291.parquet,387,0,387,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2021-heavy-20260501-184137.parquet,385,0,385,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-btc-2026-20260505-085252.parquet,384,0,384,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-eth-2026-20260505-085252.parquet,383,0,383,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,mdps-tradfi-2020-20260506-005356.parquet,380,0,380,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-btc-light-2022-20260430-032218.parquet,380,0,380,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-mes-2026-20260505-123352.parquet,378,0,378,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2023-heavy-20260507-184658.parquet,375,0,375,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-234.parquet,371,0,371,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2025-heavy-20260501-185431.parquet,370,0,370,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2025-light-20260507-185955.parquet,369,0,369,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2021-heavy-20260504-165807.parquet,366,0,366,0,6
tradfi,instruments-store-tradfi-prd-central-element-323112,tradfi-instr-ice-2024-20260504-231617.parquet,366,0,366,0,6
tradfi,instruments-store-tradfi-prd-central-element-323112,tradfi-instr-nasdaq-2024-20260504-231617.parquet,366,0,366,0,6
tradfi,instruments-store-tradfi-prd-central-element-323112,tradfi-instr-nyse-2024-20260504-231617.parquet,366,0,366,0,6
cefi,instruments-store-cefi-prd-central-element-323112,local_bitfinex_futures_20220101_20221231_6fe422.parquet,365,0,365,0,6
cefi,instruments-store-cefi-prd-central-element-323112,local_bitfinex_futures_20230101_20231231_ef4f66.parquet,365,0,365,0,6
cefi,instruments-store-cefi-prd-central-element-323112,local_bitfinex_futures_20240101_20241231_7b6aaa.parquet,365,0,365,0,6
cefi,instruments-store-cefi-prd-central-element-323112,local_bitfinex_futures_20250101_20251231_c4aa18.parquet,365,0,365,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-202.parquet,365,0,365,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-203.parquet,365,0,365,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-205.parquet,365,0,365,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-209.parquet,365,0,365,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-212.parquet,365,0,365,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-214.parquet,365,0,365,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-216.parquet,365,0,365,0,6
tradfi,instruments-store-tradfi-prd-central-element-323112,tradfi-instr-ice-2023-20260504-231617.parquet,365,0,365,0,6
tradfi,instruments-store-tradfi-prd-central-element-323112,tradfi-instr-ice-2025-20260504-231617.parquet,365,0,365,0,6
tradfi,instruments-store-tradfi-prd-central-element-323112,tradfi-instr-nasdaq-2025-20260504-231617.parquet,365,0,365,0,6
tradfi,instruments-store-tradfi-prd-central-element-323112,tradfi-instr-nyse-2025-20260504-231617.parquet,365,0,365,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-etha-2025-20260505-085253.parquet,365,0,365,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-ibit-2025-20260505-085252.parquet,365,0,365,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-202.parquet,364,0,364,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-205.parquet,364,0,364,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-210.parquet,364,0,364,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-214.parquet,364,0,364,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2024-heavy-20260501-184225.parquet,363,0,363,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2026-heavy-20260501-184253.parquet,363,0,363,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-201.parquet,363,0,363,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-etha-light-2025-20260430-170316.parquet,363,0,363,0,6
cefi,instruments-store-cefi-prd-central-element-323112,local_bitfinex_futures_20210101_20211231_be03ca.parquet,362,0,362,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-deribit-2025-heavy-155627.parquet,362,0,362,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-229.parquet,362,0,362,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-ibit-light-2025-20260430-170236.parquet,362,0,362,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-218.parquet,361,0,361,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-225.parquet,361,0,361,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-237.parquet,360,0,360,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-239.parquet,360,0,360,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-64.parquet,359,0,359,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-234.parquet,358,0,358,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-63.parquet,358,0,358,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-73.parquet,358,0,358,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-202.parquet,357,0,357,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-203.parquet,357,0,357,0,6
