asset_group,bucket,vm_shard,total_rows,v8_rows,v_lt_8_rows,null_rows,schema_versions_seen
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-97.parquet,636,0,636,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-es-opt-light-2025-20260430-033006.parquet,636,0,636,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-6.parquet,635,0,635,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-7.parquet,635,0,635,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-89.parquet,635,0,635,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-30.parquet,634,0,634,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-31.parquet,634,0,634,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-37.parquet,634,0,634,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-92.parquet,634,0,634,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-99.parquet,634,0,634,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-coinbase-spot-2023-link-usd--20260506-212742.parquet,632,0,632,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-40.parquet,630,0,630,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-45.parquet,630,0,630,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-48.parquet,630,0,630,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-52.parquet,630,0,630,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-110.parquet,629,0,629,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-61.parquet,629,0,629,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-51.parquet,628,0,628,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-52.parquet,628,0,628,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-59.parquet,628,0,628,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-60.parquet,628,0,628,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-61.parquet,628,0,628,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-62.parquet,628,0,628,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-es-2023-ohlcv-20260505-114502.parquet,627,0,627,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-55.parquet,626,0,626,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-51.parquet,625,0,625,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-318.parquet,625,0,625,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-125.parquet,624,0,624,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-48.parquet,623,0,623,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-es-2024-ohlcv-20260505-114502.parquet,623,0,623,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-116.parquet,622,0,622,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-122.parquet,621,0,621,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-132.parquet,621,0,621,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-53.parquet,621,0,621,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-60.parquet,620,0,620,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-61.parquet,619,0,619,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2021-light-20260507-184855.parquet,618,0,618,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-57.parquet,618,0,618,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-168.parquet,615,0,615,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-146.parquet,614,0,614,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,mtds-ohlcv-gapfill-mbt-20260505-231833.parquet,613,0,613,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-153.parquet,612,0,612,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-171.parquet,610,0,610,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-144.parquet,609,0,609,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-186.parquet,608,0,608,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-192.parquet,608,0,608,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-195.parquet,608,0,608,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-63.parquet,606,0,606,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-170.parquet,605,0,605,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-67.parquet,605,0,605,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-102.parquet,601,0,601,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-105.parquet,601,0,601,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2024-heavy-20260507-150450.parquet,600,0,600,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2025-heavy-20260507-150503.parquet,600,0,600,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2021-heavy-20260507-151112.parquet,600,0,600,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2023-heavy-20260507-151141.parquet,600,0,600,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-101.parquet,600,0,600,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-104.parquet,600,0,600,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,cme-events-q4-2025-20260502-130144.parquet,599,0,599,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-162.parquet,598,0,598,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-71.parquet,597,0,597,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-92.parquet,597,0,597,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-78.parquet,596,0,596,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-306.parquet,596,0,596,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2020-heavy-20260507-185447.parquet,595,0,595,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-95.parquet,594,0,594,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-255.parquet,592,0,592,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-deribit-2026-heavy-155648.parquet,589,0,589,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-56.parquet,587,0,587,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-215.parquet,586,0,586,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-138.parquet,582,0,582,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2023-heavy-20260504-145800.parquet,581,0,581,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-138.parquet,580,0,580,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-113.parquet,577,0,577,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-189.parquet,576,0,576,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-spot-2025-heavy-20260507-185228.parquet,575,0,575,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-154202-141.parquet,575,0,575,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-141.parquet,575,0,575,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-es-2021-ohlcv-20260505-114502.parquet,573,0,573,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,mtds-ohlcv-gapfill-met-20260505-214645.parquet,572,0,572,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-150.parquet,571,0,571,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-mes-2024-ohlcv-20260505-123900.parquet,570,0,570,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-173.parquet,568,0,568,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-177.parquet,568,0,568,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-es-2025-ohlcv-20260505-114502.parquet,568,0,568,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2022-heavy-20260501-184415.parquet,567,0,567,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-es-2020-ohlcv-20260505-114502.parquet,566,0,566,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-91.parquet,565,0,565,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-102.parquet,564,0,564,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-165.parquet,563,0,563,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-215.parquet,563,0,563,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-256.parquet,563,0,563,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-82.parquet,563,0,563,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-312.parquet,560,0,560,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2022-heavy-20260504-165822.parquet,558,0,558,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-mes-2023-ohlcv-20260505-123900.parquet,557,0,557,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2021-heavy-20260504-194124.parquet,556,0,556,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2026-heavy-20260507-200225.parquet,556,0,556,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-108.parquet,556,0,556,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-125.parquet,552,0,552,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2021-heavy-20260507-150356.parquet,550,0,550,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2026-heavy-20260507-150518.parquet,550,0,550,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2022-heavy-20260507-151128.parquet,550,0,550,0,7
sports,instruments-store-sports-prd-central-element-323112,tm-backfill-20260505-105544.parquet,550,0,550,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2024-light-20260507-195526.parquet,549,0,549,0,7
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-es-2022-ohlcv-20260505-114502.parquet,549,0,549,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2026-heavy-20260506-180151.parquet,548,0,548,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-114.parquet,545,0,545,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-144.parquet,543,0,543,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-143.parquet,542,0,542,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-147.parquet,540,0,540,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-155.parquet,538,0,538,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-76.parquet,536,0,536,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-192.parquet,533,0,533,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-296.parquet,526,0,526,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2020-heavy-20260501-184122.parquet,518,0,518,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-mes-2025-ohlcv-20260505-123900.parquet,518,0,518,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-128.parquet,515,0,515,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-132.parquet,515,0,515,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-305.parquet,515,0,515,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-61.parquet,515,0,515,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-eth-2024-ohlcv-20260505-104543.parquet,512,0,512,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2020-light-20260507-185707.parquet,509,0,509,0,7
tradfi,market-data-tick-tradfi-prd-central-element-323112,mtds-ohlcv-gapfill-mbt-late-20260505-231837.parquet,507,0,507,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-mes-2020-ohlcv-20260505-123900.parquet,503,0,503,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-coinbase-spot-2021-sol-usd--20260506-212742.parquet,502,0,502,0,6
cefi,instruments-store-cefi-prd-central-element-323112,cefi-instr-aster-20260504-183315.parquet,501,0,501,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-171.parquet,499,0,499,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-mes-2022-ohlcv-20260505-123900.parquet,497,0,497,0,6
cefi,instruments-store-cefi-prd-central-element-323112,cefi-instr-bitget-futures-20260504-183415.parquet,490,0,490,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-btc-2024-ohlcv-20260505-104543.parquet,490,0,490,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2022-light-20260507-185820.parquet,488,0,488,0,7
cefi,instruments-store-cefi-prd-central-element-323112,cefi-instr-bitget-spot-20260504-183429.parquet,486,0,486,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2024-heavy-20260504-194310.parquet,484,0,484,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-mes-2021-ohlcv-20260505-123900.parquet,482,0,482,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2023-heavy-20260501-185315.parquet,481,0,481,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2026-heavy-20260501-185505.parquet,481,0,481,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-297.parquet,481,0,481,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-btc-2023-ohlcv-20260505-104543.parquet,478,0,478,0,6
sports,instruments-store-sports-prd-central-element-323112,fs-backfill-20260504-183540.parquet,475,0,475,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2026-heavy-20260504-145225.parquet,470,0,470,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-195.parquet,466,0,466,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-167.parquet,464,0,464,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2021-light-20260507-185746.parquet,459,0,459,0,7
sports,instruments-store-sports-prd-central-element-323112,footystats-fwd-20260428-200156.parquet,457,0,457,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-coinbase-spot-2022-doge-usd--20260506-212742.parquet,456,0,456,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-eth-light-2025-20260430-032614.parquet,452,0,452,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2023-heavy-20260506-175946.parquet,450,0,450,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-eth-2023-ohlcv-20260505-104543.parquet,447,0,447,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2020-heavy-20260504-194051.parquet,445,0,445,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bybit-2025-light-20260506-121357.parquet,444,0,444,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bybit-2026-light-20260506-121357.parquet,444,0,444,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,mdps-tradfi-2025-20260507-135207.parquet,440,0,440,0,7
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-btc-2025-ohlcv-20260505-104543.parquet,437,0,437,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-coinbase-spot-2024-xrp-usd--20260506-212742.parquet,434,0,434,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-etha-2024-20260505-085253.parquet,428,0,428,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-ibit-2024-20260505-085252.parquet,428,0,428,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2023-light-20260507-185852.parquet,427,0,427,0,7
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-etha-light-2024-20260430-170303.parquet,427,0,427,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2026-heavy-20260507-185414.parquet,425,0,425,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-88.parquet,423,0,423,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-ibit-light-2024-20260430-165404.parquet,423,0,423,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-fwd-20260429-031023.parquet,422,0,422,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-fwd-20260429-095443.parquet,422,0,422,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-fwd-20260429-095445.parquet,422,0,422,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-fwd-20260429-095447.parquet,422,0,422,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-fwd-20260429-095449.parquet,422,0,422,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-fwd-20260429-095451.parquet,422,0,422,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,mtds-ohlcv-gapfill-met-20260505-231835.parquet,422,0,422,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-btc-light-2025-20260430-032342.parquet,422,0,422,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2024-light-20260507-185922.parquet,421,0,421,0,7
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-recent-ice-20260504-233149.parquet,420,0,420,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-104.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-140.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-184.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-187.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-205.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-208.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-238.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-241.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-250.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-252.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-259.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-273.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-277.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-280.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-289.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-291.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-292.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-316.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-335.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-36.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-48.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-55.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-61.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-70.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-84.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-85.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-9.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-90.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-97.parquet,419,0,419,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-103.parquet,418,0,418,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-142.parquet,418,0,418,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-166.parquet,418,0,418,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-178.parquet,418,0,418,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-196.parquet,418,0,418,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-202.parquet,418,0,418,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-220.parquet,418,0,418,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-239.parquet,418,0,418,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-46.parquet,418,0,418,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-82.parquet,418,0,418,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-1.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-106.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-112.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-118.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-12.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-124.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-13.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-136.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-148.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-15.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-154.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-160.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-172.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-174.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-180.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-190.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-191.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-192.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-232.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-235.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-24.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-251.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-253.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-258.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-262.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-265.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-274.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-283.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-33.parquet,417,0,417,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-112352-34.parquet,417,0,417,0,6
